filename,score_Normal,score_High,score_Mid,score_Low,score_Very_Low,prob_Normal,prob_High,prob_Mid,prob_Low,prob_Very_Low,predict class,actual class
CM13_B3_CW9_M6.npy,15.4024,-4.6458097,-9.518134,-4.969928,-9.610847,1.0,1.9641424e-09,1.5036597e-11,1.4203994e-09,1.3705164e-11,Normal,Normal
CM09_B3_UW27_M2.npy,14.361671,-3.5871139,-8.114631,-5.752865,-8.833294,1.0,1.603029e-08,1.7324694e-10,1.8380947e-09,8.444123e-11,Normal,Normal
CM12_B3_CW6_M4.npy,15.417197,-4.7879777,-9.501626,-5.9080005,-8.9374485,1.0,1.6788188e-09,1.5062344e-11,5.477527e-10,2.6479647e-11,Normal,Normal
CM09_B3_UW78_M8.npy,15.670704,-5.133141,-9.511785,-5.9264736,-9.132032,1.0,9.225824e-10,1.1571366e-11,4.1731596e-10,1.6916421e-11,Normal,Normal
CM08_B3_UW15_M4.npy,13.65404,-2.969773,-7.6342015,-4.7371182,-8.984421,0.9999999,6.030724e-08,5.6837346e-10,1.0299616e-08,1.4731291e-10,Normal,Normal
CM12_B3_CW80_M5.npy,15.729889,-4.619498,-9.035087,-5.6824656,-9.85961,1.0,1.4533621e-09,1.7567395e-11,5.0203386e-10,7.702328e-12,Normal,Normal
CF02_B3_LK_M6.npy,13.944843,-4.339185,-4.932955,-7.3699207,-8.797651,1.0,1.1464288e-08,6.3310606e-09,5.534974e-10,1.3275782e-10,Normal,Normal
CM05_B3_UW37_M5.npy,10.837123,-4.33567,-7.3948092,-7.4552503,-6.62203,0.99999976,2.5735932e-07,1.20773755e-08,1.1369018e-08,2.6156908e-08,Normal,Normal
CF05_B3_CW7_M7.npy,15.062203,-4.25779,-8.523678,-6.285624,-9.060619,1.0,4.0684895e-09,5.711923e-11,5.354959e-10,3.338809e-11,Normal,Normal
CF02_B3_CW25_M5.npy,14.714379,-4.092716,-8.752503,-6.125837,-9.819489,1.0,6.7948926e-09,6.433723e-11,8.8962976e-10,2.213487e-11,Normal,Normal
