filename,score_Normal,score_High,score_Mid,score_Low,score_Very_Low,prob_Normal,prob_High,prob_Mid,prob_Low,prob_Very_Low,predict class,actual class
M07_B3_CW57_M4.npy,-11.660396,-15.353193,-5.8263364,12.632891,-12.215232,2.8155304e-11,7.0112937e-13,9.621876e-09,1.0,1.6165826e-11,Low,Low
F02_B3_CW59_M3.npy,-49.27448,-37.89853,-13.961781,5.468629,-8.354601,1.6802363e-24,1.4651517e-19,3.643178e-09,0.99999905,9.923095e-07,Low,Low
F02_B3_D2_M6.npy,-43.36259,-29.22915,-10.274899,10.949599,-12.1759815,2.585325e-24,3.5529653e-18,6.057833e-10,1.0,9.050828e-11,Low,Low
M07_B3_CW50_M2.npy,-17.723063,-14.885586,-15.266958,6.5840874,-20.415379,2.7767637e-11,4.740667e-10,3.2375125e-10,1.0,1.8805328e-12,Low,Low
M07_B3_CW31_M8.npy,-19.951279,-16.563951,-6.7071543,14.502682,-17.355858,1.0885167e-15,3.220569e-14,6.147318e-10,1.0,1.4588548e-14,Low,Low
M16_B3_CW52_M7.npy,-38.82948,-35.496582,-29.847784,11.939095,-34.20399,8.94311e-23,2.505806e-21,7.1152205e-19,1.0,9.1266755e-21,Low,Low
M16_B3_CW76_M8.npy,-16.11805,-18.886538,-13.412136,6.505954,-13.696562,1.494582e-10,9.3795405e-12,2.237088e-09,1.0,1.6832916e-09,Low,Low
M07_B3_D8_M4.npy,-5.7289968,-10.556349,-6.223434,1.1163247,-0.1598621,0.00083104754,6.6547805e-06,0.0005068676,0.7807487,0.21790662,Low,Low
M07_B3_CW14_M4.npy,-36.478844,-25.852663,-13.531309,5.4687386,-7.303197,6.05892e-19,2.4962432e-14,5.6025136e-09,0.99999714,2.8393417e-06,Low,Low
M16_B3_C13_M4.npy,-56.415276,-44.38687,-10.526253,2.8684096,7.341284,2.0227775e-28,3.3870197e-23,1.7190889e-08,0.011285643,0.9887144,Very_Low,Low
M16_B3_CW41_M4.npy,-12.320119,-13.44893,-5.991982,11.344018,-13.735393,5.28197e-11,1.7082821e-11,2.9584937e-08,1.0,1.2827747e-11,Low,Low
M07_B3_C12_M2.npy,-19.021294,-15.295368,-10.771648,4.6090326,-10.381787,5.4636125e-11,2.2679254e-09,2.0905227e-07,0.9999995,3.0872332e-07,Low,Low
F02_B3_CW22_M4.npy,-75.39917,-51.08809,-17.93585,18.098475,-23.624777,2.4802e-41,8.967225e-31,2.241257e-16,1.0,7.582671e-19,Low,Low
M16_B3_LF_M8.npy,-25.089106,-28.317467,-12.293065,20.82556,-23.697426,1.1468702e-20,4.5441645e-22,4.1377445e-15,1.0,4.6122437e-20,Low,Low
M07_B3_CW8_M8.npy,-17.31795,-18.290787,-17.41137,10.509745,-24.946732,8.2145933e-13,3.10519e-13,7.481941e-13,1.0,3.9943755e-16,Low,Low
F02_B3_LY_M2.npy,-23.204218,-15.456295,-4.724549,6.0844193,-5.838354,1.905877e-13,4.4154502e-10,2.0216845e-05,0.9999732,6.637334e-06,Low,Low
F02_B3_CW57_M7.npy,-44.178555,-29.138046,-5.431913,8.356331,-10.334651,1.5289339e-23,5.204733e-17,1.0276402e-06,0.9999989,7.631481e-09,Low,Low
F02_B3_CW45_M4.npy,-123.9991,-82.1829,-28.953636,31.599463,-43.015087,0.0,0.0,5.036427e-27,1.0,3.938344e-33,Low,Low
M07_B3_LW_M3.npy,-15.166001,-20.135504,-8.177638,14.44999,-15.420008,1.3738468e-13,9.543559e-16,1.4891754e-10,1.0,1.0656738e-13,Low,Low
M16_B3_CW59_M4.npy,-26.90813,-22.788626,-19.640308,19.486624,-35.82203,7.096023e-21,4.366088e-19,1.017162e-17,1.0,9.544572e-25,Low,Low
M16_B3_C17_M7.npy,-19.159082,-30.886068,-9.889729,17.92739,-24.719696,7.826184e-17,6.3180746e-22,8.3019344e-13,1.0,3.0102695e-19,Low,Low
F02_B3_CW36_M4.npy,-72.66792,-52.569,-18.154707,20.124365,-23.57517,5.0214e-41,2.689502e-32,2.3747086e-17,1.0,1.0508312e-19,Low,Low
M16_B3_CW15_M3.npy,-16.949179,-20.893244,-13.786467,14.661644,-22.852636,1.8689348e-14,3.6200057e-16,4.417154e-13,1.0,5.102162e-17,Low,Low
F02_B3_CW63_M3.npy,-40.458115,-27.73378,-9.734318,8.697952,-9.789787,4.485299e-22,1.5062592e-16,9.884776e-09,1.0,9.351401e-09,Low,Low
M07_B3_CW95_M3.npy,-10.425218,-9.919475,-5.6217504,7.5622063,-10.801128,1.5422707e-08,2.5574153e-08,1.8805277e-06,0.9999981,1.05902025e-08,Low,Low
M16_B3_CW13_M7.npy,-10.634571,-21.769945,-18.462095,4.8374815,-23.210718,1.9079758e-07,2.7831828e-12,7.605411e-11,0.99999976,6.5890376e-13,Low,Low
M16_B3_CW4_M6.npy,2.1291661,-8.989124,-7.9989986,-4.2062626,-13.082443,0.998176,1.4811367e-05,3.986587e-05,0.0017691529,2.471094e-07,Normal,Low
F02_B3_CW29_M2.npy,-93.76872,-62.41576,-23.539019,23.546001,-33.39669,0.0,4.6481628e-38,3.558236e-21,1.0,1.8625296e-25,Low,Low
F02_B3_CW33_M3.npy,-59.53944,-35.999027,-11.399593,18.297577,-20.543644,1.5696809e-34,2.6259377e-24,1.2667264e-13,1.0,1.3535432e-17,Low,Low
F02_B3_LH_M8.npy,-44.77842,-33.130596,-13.805713,10.698777,-14.3694,8.0641765e-25,9.2288043e-20,2.2794773e-11,1.0,1.2972671e-11,Low,Low
M16_B3_C18_M5.npy,-8.732195,-10.230179,-4.576687,6.4561663,-7.9900923,2.5337934e-07,5.6650723e-08,1.616164e-05,0.9999831,5.321846e-07,Low,Low
M07_B3_CW3_M6.npy,-55.300987,-35.2357,-12.878992,5.505599,-5.0032687,3.9086147e-27,2.0242632e-18,1.0367215e-08,0.9999727,2.729261e-05,Low,Low
M07_B3_CW62_M7.npy,-19.682981,-14.995287,-5.114312,9.98124,-10.503982,1.3091569e-13,1.4217772e-11,2.780256e-07,0.99999976,1.2687646e-09,Low,Low
M16_B3_CW90_M4.npy,-40.751904,-44.011547,-36.005455,17.132116,-47.209305,7.265917e-26,2.7902634e-27,8.368453e-24,1.0,1.1399217e-28,Low,Low
M16_B3_CW61_M7.npy,-8.111928,-13.317127,-8.457819,5.6874843,-8.619351,1.0162267e-06,5.577003e-09,7.190707e-07,0.9999976,6.1181396e-07,Low,Low
M16_B3_LV_M6.npy,-39.01872,-58.125298,-41.998875,29.036327,-51.184147,2.7801551e-30,1.4001963e-38,1.4118994e-31,1.0,1.4477405e-35,Low,Low
M07_B3_CW64_M3.npy,-23.79602,-24.038294,-13.997351,20.017704,-28.343641,9.3743506e-20,7.3573664e-20,1.6883025e-15,1.0,9.929684e-22,Low,Low
M07_B3_CW73_M8.npy,-12.651632,-9.930123,-8.997152,9.40157,-19.20337,2.644937e-10,4.0211674e-09,1.0222e-08,1.0,3.7760095e-13,Low,Low
M16_B3_CW41_M8.npy,-8.054,-13.225252,-6.998828,8.160306,-11.3162365,9.082727e-08,5.156673e-10,2.6089853e-07,0.99999964,3.4789203e-09,Low,Low
F02_B3_D5_M4.npy,-45.383915,-34.32158,-11.166166,7.472242,-1.2857966,1.1086516e-23,7.064909e-19,8.042178e-09,0.99984276,0.00015716793,Low,Low
F02_B3_LC_M7.npy,-26.71305,-17.314817,-2.148821,5.3205385,-5.8821063,1.2238715e-14,1.4768482e-10,0.00056996074,0.9994165,1.3630127e-05,Low,Low
M16_B3_CW99_M8.npy,-26.346945,-43.08594,-28.0395,22.160114,-34.806305,8.583269e-22,4.6131553e-29,1.5797342e-22,1.0,1.8188567e-25,Low,Low
M16_B3_CW74_M8.npy,-15.781516,-15.089224,-11.262821,8.3589945,-17.992466,3.280269e-11,6.5549254e-11,3.0085288e-09,1.0,3.5950633e-12,Low,Low
M07_B3_CW4_M3.npy,-31.199594,-22.811163,-11.773806,9.555603,-13.692049,1.996381e-18,8.775892e-15,5.4545074e-10,1.0,8.010746e-11,Low,Low
M07_B3_CW3_M2.npy,-36.301983,-22.480085,-7.48727,2.5004535,0.40036422,1.2535242e-17,1.2615561e-11,4.0945277e-05,0.89087534,0.10908367,Low,Low
F02_B3_CW28_M8.npy,-13.233466,-9.9200735,-2.8152874,-0.72624016,1.8078179,2.694999e-07,7.405371e-06,0.009018131,0.07284137,0.91813284,Very_Low,Low
F02_B3_C7_M4.npy,-12.029451,-6.8996825,-2.165207,1.6108195,-0.36139828,1.0251814e-06,0.00017323323,0.019714596,0.8603897,0.11972143,Low,Low
M16_B3_CW3_M8.npy,-13.42619,-16.024519,-8.93317,6.946022,-9.112122,1.4205643e-09,1.05686786e-10,1.2698555e-07,0.99999976,1.0617853e-07,Low,Low
M07_B3_D4_M2.npy,-17.56614,-17.05948,-7.0471134,16.448324,-20.068502,1.6892947e-15,2.8037885e-15,6.252607e-11,1.0,1.383387e-16,Low,Low
F02_B3_CW91_M8.npy,-40.34056,-29.172155,-9.435164,5.582041,-6.408419,1.1377988e-20,8.0619765e-16,3.0068225e-07,0.99999344,6.203072e-06,Low,Low
M16_B3_D1_M4.npy,-17.139965,-16.619902,-10.457822,7.444248,-14.157572,2.1048049e-11,3.5405644e-11,1.679694e-08,1.0,4.153831e-10,Low,Low
M07_B3_CW26_M2.npy,-13.698225,-9.997392,-6.007992,10.293989,-15.089633,3.8046413e-11,1.5401562e-09,8.320311e-08,0.9999999,9.463098e-12,Low,Low
F02_B3_CW73_M3.npy,-77.97589,-50.81872,-12.841349,11.560628,-12.817842,1.302515e-39,8.109481e-28,2.525549e-11,1.0,2.5856232e-11,Low,Low
F02_B3_D3_M8.npy,-18.76182,-10.703458,-8.177971,-10.056091,5.499173,2.9079275e-11,9.189378e-08,1.1483949e-06,1.7556336e-07,0.99999857,Very_Low,Low
F02_B3_CW61_M3.npy,-17.539623,-14.522256,-7.3078027,0.8568802,-0.15746912,7.516725e-09,1.5362245e-07,0.00020876231,0.7337171,0.26607394,Low,Low
M07_B3_CW33_M2.npy,-20.266245,-4.2472625,-13.648476,8.237703,-26.242048,4.1772545e-13,3.7830873e-06,3.1257308e-10,0.9999962,1.0607975e-15,Low,Low
F02_B3_CW78_M4.npy,-49.667675,-34.109337,-12.079155,8.086073,-13.636946,8.276883e-26,4.728959e-19,1.747241e-09,1.0,3.679704e-10,Low,Low
M07_B3_CW46_M8.npy,-43.8789,-34.24537,-15.770338,12.154796,-15.314389,4.6224833e-25,7.057715e-21,7.451933e-13,1.0,1.1756677e-12,Low,Low
M16_B3_CW23_M7.npy,-26.6257,-30.852772,-22.171545,11.462899,-23.840048,2.87297e-17,4.193127e-19,2.4702793e-15,1.0,4.6571957e-16,Low,Low
M16_B3_CW92_M5.npy,-9.263145,-10.810955,-3.8025658,6.704382,-9.152312,1.16246255e-07,2.4727138e-08,2.734505e-05,0.99997246,1.2987131e-07,Low,Low
M16_B3_D9_M8.npy,-11.415994,-18.920732,-13.160624,7.0012445,-13.513568,1.0034485e-08,5.5236735e-12,1.7531195e-09,1.0,1.2317715e-09,Low,Low
F02_B3_CW30_M7.npy,-37.142662,-22.559725,-7.27148,11.019759,-11.650799,1.2115068e-21,2.6098517e-15,1.1381931e-08,1.0,1.4265972e-10,Low,Low
F02_B3_LN_M5.npy,-7.8431916,0.71299404,-5.903603,-12.092139,-8.417232,0.00019203637,0.9983613,0.0013357835,2.7421374e-06,0.000108163644,High,Low
M07_B3_CW17_M3.npy,-37.029293,-30.84694,-12.103268,4.088923,0.20809418,1.3605518e-18,6.5868427e-16,9.098111e-08,0.97978336,0.020216571,Low,Low
M16_B3_CW95_M6.npy,-26.40665,-45.149677,-32.523304,21.470394,-40.239483,1.6116239e-21,1.1675369e-29,3.554961e-24,1.0,1.5839481e-27,Low,Low
M07_B3_CW1_M4.npy,-8.216955,-5.8392744,-1.7511628,4.2440677,-4.0327597,3.863991e-06,4.165337e-05,0.0024836715,0.9972172,0.0002536352,Low,Low
F02_B3_CW85_M4.npy,-101.232574,-71.768654,-28.31155,21.849401,-34.1134,0.0,2.1988e-41,1.6420121e-22,1.0,4.9620963e-25,Low,Low
M07_B3_CW22_M3.npy,-9.558359,-9.413219,-5.025988,5.9241495,-8.648382,1.8880954e-07,2.1830178e-07,1.7555269e-05,0.9999815,4.6905294e-07,Low,Low
F02_B3_CW94_M7.npy,-1.4536341,-0.76753646,-0.541213,-0.37611824,-0.7825512,0.0964318,0.19150878,0.24014843,0.28325623,0.1886548,Low,Low
M16_B3_CW99_M7.npy,-21.534185,-39.30853,-26.689432,17.434898,-34.057995,1.19108044e-17,2.2732262e-25,6.871437e-20,1.0,4.334316e-23,Low,Low
