filename,score_N,score_L,score_M,score_H,prob_N,prob_L,prob_M,prob_H,predict class,actual class
M17_English_M_0098.npy,-8.612325,1.1551567,3.4288077,-1.6885651,5.3173767e-06,0.09282404,0.90176755,0.005403159,M,M
F04_Hindi_M_0109.npy,-4.420102,1.5315993,6.1924615,-10.942684,2.4373787e-05,0.009369457,0.99060625,3.5826307e-08,M,M
M30_Hindi_M_0061.npy,-8.880816,-0.14267781,6.737109,-4.0066032,1.6472718e-07,0.0010272843,0.99895096,2.1558035e-05,M,M
M30_English_M_0025.npy,-3.092783,0.85832876,8.350547,-15.432243,1.071466e-05,0.0005570887,0.99943215,4.6883317e-11,M,M
M17_English_M_0084.npy,-2.0074015,1.7955534,2.2935648,-6.6675763,0.008360228,0.37481797,0.6167427,7.91279e-05,M,M
M04_English_M_0050.npy,-6.5257387,4.4456778,-1.5411361,-1.736329,1.7107373e-05,0.995426,0.002500165,0.0020568257,L,M
M30_Hindi_M_0078.npy,-9.007791,3.4989617,4.1834464,-7.30333,1.2409846e-06,0.3352584,0.6647335,6.8234503e-06,M,M
M30_Hindi_M_0079.npy,-3.9486415,-0.8236585,6.303807,-6.7127204,3.5241435e-05,0.0008020776,0.9991604,2.2214128e-06,M,M
M30_Hindi_M_0093.npy,-8.577486,4.619046,0.008260131,-2.5308883,1.837314e-06,0.98938316,0.009838426,0.00077658205,L,M
F04_Hindi_M_0088.npy,-3.4811387,1.9224688,4.9952,-9.525181,0.00019908199,0.04423734,0.95556307,4.7221306e-07,M,M
M17_English_M_0090.npy,-4.7899747,-2.4478693,4.5556474,0.48273674,8.580053e-05,0.0008925928,0.9822953,0.01672628,M,M
M17_English_M_0033.npy,-4.290432,1.731839,2.9140549,-5.3751173,0.0005684058,0.23447552,0.7647639,0.00019212578,M,M
M30_English_M_0019.npy,-6.861912,-0.8217812,6.231269,-3.4028428,2.0573075e-06,0.00086396193,0.9990687,6.539641e-05,M,M
F04_English_M_0007.npy,2.0279355,1.3016372,4.2319646,-20.377764,0.094830364,0.045869082,0.85930055,1.7630964e-11,M,M
F04_Hindi_M_0057.npy,-9.669855,-2.30339,10.564732,-5.9931297,1.6301572e-09,2.578959e-06,0.9999974,6.4418565e-08,M,M
M30_Hindi_M_0050.npy,-6.4787283,2.1817412,1.9739362,-3.0799544,9.534059e-05,0.5501381,0.44691318,0.0028532923,L,M
M30_English_M_0067.npy,-8.828159,1.6547251,8.962365,-12.31985,1.8766476e-08,0.0006699481,0.99933004,5.7142646e-10,M,M
M30_Hindi_M_0086.npy,-7.73295,1.1477001,6.406158,-7.3134875,7.197943e-07,0.0051763775,0.9948218,1.0949112e-06,M,M
F04_Hindi_M_0080.npy,1.75357,3.7390168,2.377459,-19.59287,0.09853699,0.717576,0.18388696,5.2839375e-11,L,M
M30_Hindi_M_0022.npy,-9.4467325,-2.117737,6.4942183,0.8770577,1.1892651e-07,0.00018122606,0.9961976,0.003621125,M,M
M30_English_M_0017.npy,-5.864881,-1.7237272,7.9064803,-6.049352,1.0450676e-06,6.5709e-05,0.9999323,8.6901963e-07,M,M
M04_English_M_0030.npy,-2.039711,4.6985197,-0.4630599,-8.726963,0.0011766008,0.9931288,0.005693247,1.466873e-06,L,M
M30_Hindi_M_0049.npy,-5.8835254,0.16391727,7.135332,-7.6722984,2.2160186e-06,0.0009374422,0.99906,3.7044126e-07,M,M
M30_Hindi_M_0094.npy,-7.587424,-0.20033696,4.002353,-1.0192589,9.064848e-06,0.014639681,0.97889644,0.006454733,M,M
M30_Hindi_M_0092.npy,-8.1059885,-2.2031195,9.674425,-6.3744135,1.8969724e-08,6.9445637e-06,0.99999297,1.0717031e-07,M,M
M17_English_M_0028.npy,-3.759668,2.5755732,3.4441743,-8.310675,0.00052364165,0.2953891,0.7040817,5.5278624e-06,M,M
M30_Hindi_M_0012.npy,-4.0265784,2.8755598,5.2022347,-12.010397,8.9430694e-05,0.088929765,0.91098076,3.0490074e-08,M,M
M30_English_M_0003.npy,-2.1820378,2.270263,6.158781,-16.950329,0.00023373538,0.020060139,0.9797062,9.014403e-11,M,M
M30_English_M_0013.npy,-2.5456183,0.5940494,0.63777816,-1.0375597,0.01895997,0.43790302,0.45747682,0.0856602,M,M
F04_Hindi_M_0043.npy,-1.8117409,2.2563345,4.99051,-13.545437,0.0010424106,0.060923032,0.9380345,8.359105e-09,M,M
F04_Hindi_M_0106.npy,-6.3685064,-3.4115539,9.982052,-6.9178414,7.9257724e-08,1.5248603e-06,0.99999833,4.575822e-08,M,M
M30_English_M_0031.npy,-5.6228633,-1.5740919,7.5645475,-5.6274953,1.8738385e-06,0.000107421445,0.9998888,1.8651772e-06,M,M
F04_Hindi_M_0074.npy,-5.1522746,-3.5323555,9.075377,-6.3445373,6.6222805e-07,3.3460265e-06,0.9999957,2.0100852e-07,M,M
F04_Hindi_M_0098.npy,-3.8028228,0.6451158,7.4253545,-11.854202,1.3279013e-05,0.0011346996,0.9988519,4.2315182e-09,M,M
M17_English_M_0016.npy,-1.5872649,-0.8320518,3.9891624,-5.314291,0.0037414166,0.007961979,0.98820657,9.003456e-05,M,M
F04_Hindi_M_0053.npy,-4.05104,-0.21954969,8.305295,-11.372182,4.3015402e-06,0.00019843523,0.9997973,2.845066e-09,M,M
M17_English_M_0025.npy,-1.7146354,0.8598413,4.433768,-9.410021,0.0020742824,0.02722381,0.9707009,9.4363634e-07,M,M
F04_Hindi_M_0105.npy,-5.512755,-0.9197369,9.346769,-10.626598,3.5202663e-07,3.477745e-05,0.99996483,2.11671e-09,M,M
M04_English_M_0056.npy,1.0850495,1.7239883,-0.77168804,-6.8903804,0.327762,0.6209351,0.05119031,0.00011268692,L,M
F04_Hindi_M_0079.npy,-5.3232956,0.007889717,7.699872,-9.7927065,2.2075521e-06,0.00045626314,0.9995415,2.528544e-08,M,M
M30_Hindi_M_0036.npy,-7.2999625,2.9271092,4.319962,-7.7962914,7.1975396e-06,0.19895042,0.801038,4.3815867e-06,M,M
F04_Hindi_M_0064.npy,-19.110872,-1.7285252,18.687777,-12.89865,3.8393294e-17,1.3592921e-09,1.0,1.9150919e-14,M,M
M30_English_M_0007.npy,-5.710681,2.1909425,2.950745,-5.1318164,0.000117921496,0.31858453,0.6810872,0.00021037343,M,M
F04_Hindi_M_0100.npy,3.3525393,-0.008550913,1.1029171,-13.631795,0.87708795,0.03043268,0.09247931,3.6884188e-08,N,M
M30_Hindi_M_0060.npy,-6.611475,1.743115,4.1441655,-5.7026157,1.9551531e-05,0.08308697,0.91684496,4.8516937e-05,M,M
M04_English_M_0012.npy,-0.7900248,4.3928022,1.1254568,-12.254941,0.005377037,0.9581118,0.036511198,5.6414816e-08,L,M
M30_English_M_0071.npy,-7.129906,2.6751194,-0.4908538,1.1557673,4.3751046e-05,0.79296994,0.033441987,0.17354436,L,M
M30_Hindi_M_0028.npy,-14.999021,2.007618,3.9915261,0.8250896,4.7945115e-09,0.11658263,0.84768444,0.0357329,M,M
M30_Hindi_M_0043.npy,-9.582793,-2.857895,14.515476,-13.110425,3.4217962e-11,2.8499734e-08,1.0,1.005134e-12,M,M
F04_Hindi_M_0014.npy,1.0635921,1.4241924,7.788785,-24.970243,0.0011967921,0.0017164277,0.9970867,5.9110855e-15,M,M
M30_Hindi_M_0059.npy,-7.5300517,2.4635916,3.4514508,-5.261742,1.2395512e-05,0.27129927,0.72856855,0.00011977849,M,M
M04_English_M_0021.npy,-0.31286842,4.963839,2.3441677,-17.604147,0.0047398214,0.9276988,0.06756133,1.46641e-10,L,M
F04_Hindi_M_0082.npy,-3.8899777,-1.7587118,9.258818,-12.497016,1.9477934e-06,1.6411177e-05,0.99998164,3.5608522e-10,M,M
